Requirement_ID, Asset_ID, Threat_ID, Security_Requirement, Rationale
R12, A3, T6, "Log all account lockout events and monitor for unusual patterns (e.g., many lockouts across different accounts from same IP).", "Monitoring enables detection of intentional lockout attacks and triggers defensive actions (e.g., IP blocking)."
R13, A3, T7, "Grant administrative privileges only to dedicated administrative accounts, and require MFA and session logging for all admin actions.", "Separating admin roles and using MFA reduces the impact of credential compromise, preventing unprivileged users from elevating to admin."
R14, A3, T7, "Implement privilege separation and least-privilege principles, ensuring that compromised non-admin credentials cannot perform administrative functions.", "Least privilege ensures that even if user credentials are stolen, the attacker cannot directly gain elevated privileges without additional compromises."
R15, A4, T8, "Validate and cryptographically sign all SAML assertions from the Shibboleth identity provider, and reject any unsigned or malformed assertions.", "Cryptographic verification prevents attackers from forging or manipulating authentication messages to impersonate users."
R16, A4, T8, "Implement short time-to-live (TTL) for SAML assertions and require replay detection at the repository service.", "Short TTL and replay detection prevent attackers from reusing captured authentication messages, mitigating spoofing."
R17, A4, T9, "Deploy redundant Shibboleth authentication services across multiple availability zones, with automatic failover and load balancing.", "Redundancy and failover maintain authentication availability during targeted denial-of-service attacks."
R18, A4, T9, "Implement connection rate limiting and request queuing for the Shibboleth service to absorb overload attacks.", "Rate limiting prevents a single denial-of-service attack from overwhelming the authentication service, preserving availability."
R19, A5, T10, "Enforce separate write access controls for embargo settings, restricting modification to authorized library staff or administrators only.", "Restricting who can change embargo dates prevents unauthorized tampering that could expose or hide content prematurely."
R20, A5, T10, "Log all changes to embargo settings with before and after values, and require two-person approval for modifying embargo dates on high-sensitivity items.", "Audit logs and dual approval create accountability and reduce the risk of malicious or accidental embargo tampering."
R21, A5, T11, "Apply the same access control checks to embargoed items as to private content, and test that embargo flags are correctly enforced at every access point (including search, API, and direct file links).", "Correct enforcement ensures embargoed items cannot be viewed even if an attacker tries to bypass front-end controls."
R22, A5, T11, "Perform input validation and use parameterized queries to prevent SQL injection or other injection attacks that could alter embargo visibility logic.", "Injection attacks could bypass embargo checks; input validation protects the integrity of embargo enforcement."
R23, A6, T12, "Implement role-based access control with separation of duties, requiring that permission changes be logged and approved by a second administrator for high-impact roles.", "Separation of duties and approval workflows prevent a single attacker from unilaterally elevating privileges by modifying permissions."
R24, A6, T12, "Conduct regular audits of role assignments and permissions, alerting administrators to unexpected changes.", "Regular audits detect unauthorized permission modifications early, allowing rapid revocation and mitigation."
R25, A6, T13, "Maintain an immutable audit log of all permission changes, including actor, timestamp, old value, new value, and source IP, and protect the log from modification.", "Immutable audit logs prevent an attacker from repudiating permission changes by erasing or altering evidence of their actions."
R26, A17, T14, "Require MFA and a secondary approval (e.g., from another administrator) to create any new administrative account.", "Multi-factor and secondary approval make it much harder for an attacker who compromises a single account to create new privileged accounts."
R27, A17, T14, "Log all account creation events and automatically alert security personnel when a new account with elevated privileges is created.", "Immediate alerts enable rapid response to unauthorized account creation, limiting the attacker's window of opportunity."
R28, A17, T15, "Implement soft deletion with a recovery period (e.g., 30 days) for user accounts, and require administrative approval for permanent deletion.", "Soft deletion prevents immediate loss of account access and allows restoration if an attacker maliciously deletes accounts."
R29, A17, T15, "Log all account deletion attempts and require confirmation with MFA before execution.", "Logging and MFA make it harder for an attacker to delete accounts without detection and authorization."
R30, A18, T16, "Implement cryptographic hashing (e.g., SHA-256) and periodic fixity checks on redundant storage copies, alerting administrators to any mismatch.", "Fixity checks detect unauthorized or accidental modifications to redundant copies, enabling restoration from clean copies."
R31, A18, T16, "Store redundant copies in physically and logically isolated locations with distinct access controls, and require MFA for write access to backup systems.", "Isolation and separate access controls prevent a single compromise from simultaneously altering all redundant copies."
R32, A19, T17, "Require cryptographic signing of all persistent identifier (DOI/Handle) resolution mappings, and verify signatures before returning the resolved URL.", "Signature verification prevents attackers from modifying resolution mappings to redirect users to malicious content."
R33, A19, T17, "Implement change logging and approval workflows for updating identifier mappings, with alerts for unexpected changes.", "Audit and approval ensure that any redirection change is authorized and traceable, reducing risk of spoofing."
R34, A26, T18, "Enforce the same access controls on embargo state flags as on the content itself, and require administrative roles to modify state.", "Restricting who can change embargo state prevents unauthorized early disclosure of embargoed content."
R35, A26, T18, "Log all changes to embargo state flags with a reason field, and automatically notify the depositor of any state change.", "Notification and logging increase transparency and accountability, discouraging malicious tampering with embargo status."
R36, A2, T19, "Implement version control and audit trails for metadata changes, allowing rollback to previous versions and identifying who made each change.", "Version control and audit trails enable detection and correction of metadata tampering, preserving data integrity."
R37, A2, T19, "Restrict direct metadata editing to authorized roles (e.g., library staff, depositors) and validate metadata fields against allowed schemas.", "Schema validation and role restrictions prevent arbitrary or malicious metadata modifications that could misattribute works."
R38, A7, T20, "Protect license fields with checksums or digital signatures, and require administrative approval to change a license after deposit.", "Integrity protection and approval workflows prevent attackers from altering license terms to mislead users about reuse rights."
R39, A7, T20, "Display the original license and any license change history clearly to users when accessing the item.", "Transparent history allows users to see if a license has been modified, reducing the risk of undetected tampering."
R40, A8, T21, "Prevent deletion of any versioned item; instead, mark versions as 'deprecated' or 'withdrawn' but retain the content and metadata for historical access.", "Retaining all versions prevents attackers from deleting old versions and erasing the research record, preserving integrity and non-repudiation."
R41, A8, T21, "Implement immutable version logs that record every version upload and any status changes, with write-once storage for versioned data.", "Immutable logs and write-once storage make it impossible for an attacker to alter or delete previous versions without detection."
R42, A9, T22, "Encrypt subscriber email addresses and preferences at rest, and enforce access controls limiting subscriber list access to authorized staff (e.g., administrators).", "Encryption and access controls protect subscriber privacy by preventing unauthorized read access to the subscriber list."
R43, A9, T22, "Audit all accesses to the subscriber list and alert on anomalous bulk access patterns (e.g., many records exported by a non-admin user).", "Auditing and anomaly detection help identify and block data breaches that would expose subscriber information."
R44, A10, T23, "Collect usage statistics from an immutable log of access events, and recompute statistics periodically from the log rather than allowing direct editing of statistics tables.", "Deriving statistics from an immutable access log prevents attackers from tampering with download counts or altmetrics."
R45, A10, T23, "Restrict write access to the statistics log to the logging subsystem only, and allow no human modification.", "Preventing direct human modification ensures the integrity of usage statistics, so they cannot be artificially inflated or deflated."
R46, A11, T24, "Store download notification logs with access controls that restrict view access to the depositor of the item and repository administrators only.", "Access controls prevent unauthorized users (including other patrons) from reading download logs and inferring behavior patterns."
R47, A11, T24, "Anonymize or aggregate download log entries before generating notifications, and do not expose the downloader's identity in notifications.", "Anonymization protects the downloader's privacy while still informing the depositor about downloads."
R48, A12, T25, "Use cryptographically signed assertions from ORCID or ResearcherID providers to verify identity links, and log any changes to author-researcher identifier associations.", "Signed assertions prevent attackers from forging or altering identifier links, reducing the risk of misattribution."
R49, A12, T25, "Require that modifications to ORCID/ResearcherID associations be approved by the researcher to whom the identifier belongs.", "Researcher approval ensures that identifiers cannot be maliciously reassigned without the author's consent."
R50, A13, T26, "Implement secure resolution infrastructure with DNSSEC and HTTPS for persistent URLs, and monitor resolution logs for unauthorized changes.", "Secure resolution protocols (DNSSEC, HTTPS) prevent redirection tampering, while monitoring detects anomalies."
R51, A13, T26, "Use a trusted third-party DOI registration agency (e.g., DataCite) with its own integrity guarantees, and avoid allowing manual resolution overrides.", "Leveraging a trusted third-party registration agency reduces the risk of persistent identifier tampering by local attackers."
R52, A14, T27, "Digitally sign OAI-PMH metadata records before export, and allow harvesters to verify the signature to detect tampering.", "Digital signatures enable downstream systems to verify that metadata has not been altered after export."
R53, A14, T27, "Log all OAI-PMH harvest requests and generate alerts for unusually large or frequent harvests that could indicate automated tampering attempts.", "Logging and anomaly detection help identify unauthorized bulk metadata extraction or manipulation attempts."
R54, A15, T28, "Store audit logs in a write-once, append-only storage system (e.g., WORM storage) with access restricted to logging service accounts.", "Write-once storage prevents attackers from deleting or modifying audit trail entries, preserving non-repudiation."
R55, A15, T28, "Generate and cryptographically hash a chain of log entries (e.g., using blockchain or hash chaining) so that any tampering breaks the chain and is detectable.", "Hash chaining ensures that any modification to past log entries invalidates the entire chain, enabling detection of tampering."
R56, A16, T29, "Obfuscate or limit exposure of administrator account names in public-facing interfaces, and require MFA for all admin accounts.", "Reducing visibility of admin account names makes it harder for attackers to target them specifically for credential theft."
R57, A16, T29, "Log attempts to access the administrator list and alert on any such attempts by non-admin users.", "Alerts on unauthorized access attempts allow rapid response to reconnaissance activities that aim to disclose admin accounts."
R58, A20, T30, "Require cryptographic signing of outbound email notifications (e.g., using DKIM) and instruct users to verify signatures before clicking links.", "DKIM signing reduces spoofing by allowing email clients to verify that notification emails genuinely came from the repository system."
R59, A20, T30, "Avoid including direct actionable links in email notifications; instead, instruct users to log in to the repository website to see updates.", "This reduces the risk of phishing, as users will not click malicious links in spoofed emails."
R60, A21, T31, "Apply per-item access control checks to batch export operations, ensuring the user has read permission for every item exported.", "Per-item checks prevent attackers from using batch export to bypass access controls and extract restricted content."
R61, A21, T31, "Log all batch export operations with details of the user, timestamp, number of items, and export format, and require administrative approval for exports exceeding a threshold size.", "Logging and approval prevent unauthorized bulk data extraction, especially of large volumes of sensitive material."
R62, A22, T32, "Implement rate limiting and connection queuing for streaming media endpoints to prevent resource exhaustion attacks.", "Rate limiting mitigates denial-of-service against streaming services by limiting the number of concurrent connections or requests per client."
R63, A22, T32, "Use a content delivery network (CDN) with DDoS protection for streaming media to absorb volumetric attacks.", "A CDN with DDoS protection maintains availability of streaming media even under large-scale denial-of-service attacks."
R64, A23, T33, "Validate and sanitize all metadata before indexing, and use a search backend that supports access controls and query rewriting to exclude unauthorized items.", "Input validation prevents injection of malformed metadata that could corrupt the index; access control in search prevents misranking based on tampered data."
R65, A23, T33, "Rebuild the search index periodically from authoritative, versioned metadata rather than relying on live updates that could be compromised.", "Periodic rebuilds from trusted sources ensure that any index poisoning is temporary and correctable."
R66, A25, T34, "Use cryptographically strong, randomly generated session tokens with sufficient entropy, and set a reasonable expiration time (e.g., 15–30 minutes of inactivity).", "Strong tokens and short lifetimes reduce the risk of session token theft and replay."
R67, A25, T34, "Bind session tokens to the client’s IP address or a unique client identifier, and reject session reuse from a different IP.", "IP binding makes it harder for an attacker to replay a stolen session token from another machine."
R68, A27, T35, "Restrict modification of item visibility state to authorized roles (e.g., administrators, depositors), and require re-authentication (e.g., MFA) for state changes.", "Role-based restrictions and MFA prevent unauthorized users from changing the published/unpublished status of items."
R69, A27, T35, "Log all visibility state changes with before/after values, and automatically notify the item’s depositor of any change.", "Notification and audit logs provide accountability and allow depositors to detect and report unauthorized visibility changes."
